uuid, AuthorYear,Include,BiasRating,N,StatType,StatTypeDetails,ModelDescription,StatGrouping,,Stat,CILow,CIHigh,SE,T-Ratio,Wald,PValue,Statistic from Largest Model,Table,ModelNumber,Finding In Abstract?,PreventativeOrRecovery,OutcomeType,OutcomeSubType,OutcomeScale,OutcomeScaleDetails,OutcomeDetails,Outcome Directionality,ToInvert,OutcomeNotes,Outcome Measured at Baseline?,ExposureCategory,Exposure,Exposure - Additional Notes,Exposure Measured at Baseline,Summary (SI),Notes,CountryPopulation,Design (F/U Period),Description of Quality/Bias,Reference
f75546c9-906e-4cc9-b534-cef842c21956,Zhang et al. 2018,no,Serious,"1,181",OR,,,,,2.64,2.04,3.41,,,,,,pg 818,,,,Substance Use,Alcohol,,Frequency,Binge drinking (frequency of 5+ drinks in last month),,,,,,Problem Drinking,"Problem drinking (composite of friend opinion, guilty, hangover, need to reduce)",,"Problem drinking significantly predicted binge drinking at six-month follow-up [OR=2.64, (95% CI: 2.04, 3.41)]. After adding in problem drinking, religious participation stayed as significant predictors with little changes in the OR.",,South Africa Men from the Eastern Cape Province,Prospective cohort study (6 months),"No control for baseline outcomes with some control for key variables (child sex abuse, drinking issues, demographics, family structure); worked to improve recall accuracy.","Zhang, J.; Jemmott, J. B., 3rd; Icard, L. D.; Heeren, G. A.; Ngwane, Z.; Makiwane, M.; O'Leary, A. Predictors and psychological pathways for binge drinking among South African men. Psychol Health Jun 2018;33(6):810-826."
214c3fca-b7bd-4ce5-8c50-8fa570f36e72,Becker et al. 2015,no,Critical,"4,230",OR,,,,,1.42,1.03,1.97,,,,0.035,,2,Overall,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Onset of daily cigarette use (dichotomous),,,,,R/S,Religiousness,No religion vs Christian (ref); Religiosity (RBB categories),,"Having no religion (as compared to the Christian religion) was associated with a greater risk of onset of daily smoking [OR=1.42 (95% CI: 1.03, 1.97), p=0.035].",no religion compared to Christian,Switzerland Male adults 19+ from Cohort Study on Substance Use Risk Factors (C-SURF),Prospective cohort study (15 months),"Analysis focused on outcome trajectories over time with no strong baseline proxy; only controlled for some other variables (marijuana use, education family structure, sociability); limited strength of religious/spiritual categorization (no assessment of importance: very close to affiliation only), dichotomization of outcome limited strength (had to be daily use vs anything not daily).","Becker, J.; Schaub, M. P.; Gmel, G.; Haug, S.Cannabis use and other predictors of the onset of daily cigarette use in young men: what matters most? Results from a longitudinal study BMC Public Health Sep 2 2015;15():843."
c2df6653-6d72-4428-bc57-3d8f89926819,Becker et al. 2015,yes,Critical,"4,230",OR,,,OR,,0.49,0.29,0.84,,,,0.01,,2,Category-specific models,yes?,preventative,Substance Use,Smoking,Dichotomous,Use (Started/Used),Onset of daily cigarette use (dichotomous),,,,,R/S,Religiousness,Believe in god and practicing vs (Athiest); Religiosity (RBB categories),,"Believing in God and practicing was associated with lesser onset of smoking than atheist persons in a category specific model (but when entered in with the other religion model, this fell out) [OR=0.49 (95% CI: 0.29, 0.84), p=0. 01].",,Switzerland Male adults 19+ from Cohort Study on Substance Use Risk Factors (C-SURF),Prospective cohort study (15 months),"Analysis focused on outcome trajectories over time with no strong baseline proxy; only controlled for some other variables (marijuana use, education family structure, sociability); limited strength of religious/spiritual categorization (no assessment of importance: very close to affiliation only), dichotomization of outcome limited strength (had to be daily use vs anything not daily).","Becker, J.; Schaub, M. P.; Gmel, G.; Haug, S.Cannabis use and other predictors of the onset of daily cigarette use in young men: what matters most? Results from a longitudinal study BMC Public Health Sep 2 2015;15():843."
31b73dea-7cee-4087-869b-61b364b00458,Becker et al. 2015,no,Critical,"4,230",OR,,,,,0.86,0.61,1.21,,,,,,2,Category-specific models,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Onset of daily cigarette use (dichotomous),,,,,R/S,Religiousness,Believe in god and not practicing vs (Athiest); Religiosity (RBB categories),,,,Switzerland Male adults 19+ from Cohort Study on Substance Use Risk Factors (C-SURF),Prospective cohort study (15 months),"Analysis focused on outcome trajectories over time with no strong baseline proxy; only controlled for some other variables (marijuana use, education family structure, sociability); limited strength of religious/spiritual categorization (no assessment of importance: very close to affiliation only), dichotomization of outcome limited strength (had to be daily use vs anything not daily).","Becker, J.; Schaub, M. P.; Gmel, G.; Haug, S.Cannabis use and other predictors of the onset of daily cigarette use in young men: what matters most? Results from a longitudinal study BMC Public Health Sep 2 2015;15():843."
ce42a799-5d5d-4ff4-a6c2-047679efa56e,Becker et al. 2015,no,Critical,"4,230",OR,,,,,1.00,0.66,1.5,,,,,,2,Category-specific models,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Onset of daily cigarette use (dichotomous),,,,,R/S,Religiousness,Unsure what to think about god vs (Athiest); Religiosity (RBB categories),,,,Switzerland Male adults 19+ from Cohort Study on Substance Use Risk Factors (C-SURF),Prospective cohort study (15 months),"Analysis focused on outcome trajectories over time with no strong baseline proxy; only controlled for some other variables (marijuana use, education family structure, sociability); limited strength of religious/spiritual categorization (no assessment of importance: very close to affiliation only), dichotomization of outcome limited strength (had to be daily use vs anything not daily).","Becker, J.; Schaub, M. P.; Gmel, G.; Haug, S.Cannabis use and other predictors of the onset of daily cigarette use in young men: what matters most? Results from a longitudinal study BMC Public Health Sep 2 2015;15():843."
ca73ba36-1192-4177-9942-ee67a0e3e6c6,Becker et al. 2015,no,Critical,"4,230",OR,,,,,0.85,0.58,1.25,,,,,,2,Category-specific models,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Onset of daily cigarette use (dichotomous),,,,,R/S,Religiousness,Agnostic vs (Athiest); Religiosity (RBB categories),,,,Switzerland Male adults 19+ from Cohort Study on Substance Use Risk Factors (C-SURF),Prospective cohort study (15 months),"Analysis focused on outcome trajectories over time with no strong baseline proxy; only controlled for some other variables (marijuana use, education family structure, sociability); limited strength of religious/spiritual categorization (no assessment of importance: very close to affiliation only), dichotomization of outcome limited strength (had to be daily use vs anything not daily).","Becker, J.; Schaub, M. P.; Gmel, G.; Haug, S.Cannabis use and other predictors of the onset of daily cigarette use in young men: what matters most? Results from a longitudinal study BMC Public Health Sep 2 2015;15():843."
51581824-95ff-4677-808e-25d83835b5ad,Fauth et al. 2007,no - just within subset of perceived violence?,Critical,"1,315",d,,,,,0.14,,,,,,,,pg 768,,,,Substance Use,Alcohol + Marijuana Combined,,,Alcohol use (frequency scale); Marijuana use (frequency scale),,,"In neighborhoods low on the perceived violence scale, church groups appeared to be protective among children who participated at both waves relative to those who did not participate at all",,,,Religious group involvement (dichotomous),,"While religious group involvement did not individually yield statistically significant results on substance use, a significant cross-level interaction emerged. In neighborhoods low on the perceived violence scale, church groups appeared to be protective against substance use among children who participated at both waves relative to those who did not participate at all [d = 0.14 for two waves vs. none].",,US Adolescents in 80 Chicago Neighborhoods from PHDCN,Prospective cohort study (6 years),"The outcome measures were analyzed as trajectories over time with no proxy for baseline status; the analysis controlled for some potential confounders (age, gender, other after school participation, mother and family characteristics, neighborhood characteristics); religious involvement was a dichotomized and non-specific measure only measured at wave 2 and 3 (final wave) with varying assessment methods in each wave.","Fauth, R. C., Roth, J.L., Brooks-Gunn, J. Does the neighborhood context alter the link between youth's after- school time activities and developmental outcomes? Developmental Psychology, 43(3): 760-777."
2dcc74a9-dc47-497a-8dec-ce6a0931e3d4,Fauth et al. 2007,yes,Critical,"1,315",β,,All continuous variables were standardized to have means of 0 and standard deviations of 1.,sRMD,,-0.01,,,0.01,,,>0.05,,2,Step 3,yes,preventative,Substance Use,Alcohol + Marijuana Combined,Frequency,,Alcohol use (frequency scale); Marijuana use (frequency scale),,,,,R/S,Religiousness,Religious group involvement (dichotomous) - Church Groups,,,,US Adolescents in 80 Chicago Neighborhoods from PHDCN,Prospective cohort study (6 years),"The outcome measures were analyzed as trajectories over time with no proxy for baseline status; the analysis controlled for some potential confounders (age, gender, other after school participation, mother and family characteristics, neighborhood characteristics); religious involvement was a dichotomized and non-specific measure only measured at wave 2 and 3 (final wave) with varying assessment methods in each wave.","Fauth, R. C., Roth, J.L., Brooks-Gunn, J. Does the neighborhood context alter the link between youth's after- school time activities and developmental outcomes? Developmental Psychology, 43(3): 760-777."
ba9939a1-8339-4385-a56e-930e5ac75709,Jeynes 2006,yes,Critical,"20,706",β,Effects (in Standard Deviation Units),,sRMD,,-0.46,,,,,,<0.0001,,1,Lifetime,yes,preventative,Substance Use,Alcohol,Frequency,Use (Started/Used),Alcohol consumption (frequency),,,,,R/S,Religiousness,Religious commitment (dichotomous from composite of classification as religious and participation),Religiously devout,"Very religious young adults (measured at baseline) consume alcohol at follow up at lower levels than their less religious counterparts [lifetime effect=0.46, p<0.0001; ",,US 12 graders from the National Education Longitudinal Survey (NELS),Prospective cohort study (4 years),No control for baseline outcomes (intentionally by author to avoid reverse causality); minimal controls for other variables. Data from late 1980s-early 1990s.,"Jeynes, W. H. Adolescent religious commitment and their consumption of marijuana, cocaine, and alcohol J Health Soc Policy 2006;21(4):1-20."
a1e8cdf4-2e97-4b53-ae42-205aa5861013,Jeynes 2006,no,Critical,"20,706",d,Effects (in Standard Deviation Units),,,,-0.38,,,,,,<0.0001,,1,in Last 12 months,,,Substance Use,Alcohol,,Use (Started/Used),Alcohol consumption (frequency),,,,,R/S,Religiousness,Religious commitment (dichotomous from composite of classification as religious and participation),Religiously devout,"Very religious young adults (measured at baseline) consume alcohol at follow up at lower levels than their less religious counterparts 12 month effect=0.38, p<0.0001;",,US 12 graders from the National Education Longitudinal Survey (NELS),Prospective cohort study (4 years),No control for baseline outcomes (intentionally by author to avoid reverse causality); minimal controls for other variables. Data from late 1980s-early 1990s.,"Jeynes, W. H. Adolescent religious commitment and their consumption of marijuana, cocaine, and alcohol J Health Soc Policy 2006;21(4):1-20."
1f90d6bf-37f0-4a13-85a9-d821c0e4128b,Jeynes 2006,no,Critical,"20,706",d,Effects (in Standard Deviation Units),,,,-0.25,,,,,,<0.0001,,1,in Last 30 days,,,Substance Use,Alcohol,,Use (Started/Used),Alcohol consumption (frequency),,,,,R/S,Religiousness,Religious commitment (dichotomous from composite of classification as religious and participation),Religiously devout,"Very religious young adults (measured at baseline) consume alcohol at follow up at lower levels than their less religious counterparts 30 day effect=0.25, p<0. 0001]. ",,US 12 graders from the National Education Longitudinal Survey (NELS),Prospective cohort study (4 years),No control for baseline outcomes (intentionally by author to avoid reverse causality); minimal controls for other variables. Data from late 1980s-early 1990s.,"Jeynes, W. H. Adolescent religious commitment and their consumption of marijuana, cocaine, and alcohol J Health Soc Policy 2006;21(4):1-20."
07db4913-6bba-4545-8106-1f1444a1ab8b,Jeynes 2006,no,Critical,"20,706",d,Effects (in Standard Deviation Units),,,,-0.29,,,,,,<0.0001,,1,Fire or More Consecutative,,,Substance Use,Alcohol,,Use (Started/Used),Alcohol consumption (frequency),,,,,R/S,Religiousness,Religious commitment (dichotomous from composite of classification as religious and participation),Religiously devout,,,US 12 graders from the National Education Longitudinal Survey (NELS),Prospective cohort study (4 years),No control for baseline outcomes (intentionally by author to avoid reverse causality); minimal controls for other variables. Data from late 1980s-early 1990s.,"Jeynes, W. H. Adolescent religious commitment and their consumption of marijuana, cocaine, and alcohol J Health Soc Policy 2006;21(4):1-20."
3c1d6b51-295b-46a9-a337-62ddceeebdb0,Jeynes 2006,no,Critical,"20,706",d,Effects (in Standard Deviation Units),,,,-0.17,,,,,,<0.0001,,1,Under Influence at School,,,Substance Use,Alcohol,,Use (Started/Used),Alcohol consumption (frequency),,,,,R/S,Religiousness,Religious commitment (dichotomous from composite of classification as religious and participation),Religiously devout,,,US 12 graders from the National Education Longitudinal Survey (NELS),Prospective cohort study (4 years),No control for baseline outcomes (intentionally by author to avoid reverse causality); minimal controls for other variables. Data from late 1980s-early 1990s.,"Jeynes, W. H. Adolescent religious commitment and their consumption of marijuana, cocaine, and alcohol J Health Soc Policy 2006;21(4):1-20."
